pair_id,context_id,title_a,title_b,track_id_a,track_id_b,track_a_source_path,track_b_source_path,engine_decision_class,engine_recommendation_policy,engine_score,engine_confidence,engine_strategy,engine_blend_profile_auto,engine_blend_profile_explanation,engine_alternative_strategies,engine_standard_blend_allowed,engine_tempo_gate,engine_harmonic_gate,engine_tempo_feasibility,engine_tempo_relation,engine_harmonic_relation,engine_context_fit,engine_bass_conflict_risk,engine_vocal_clash_risk,engine_window_a_id,engine_window_a_type,engine_window_a(mm:ss),engine_window_b_id,engine_window_b_type,engine_window_b(mm:ss),engine_pair_window_a(mm:ss),engine_pair_window_b(mm:ss),engine_pair_score,engine_compatible_contexts,engine_policy_reasons,engine_risks,engine_warnings,dj_verdict(accept/review/reject),dj_mixability_rating,dj_transition_strategy,dj_comment
85d8116989ea2f32__76609e489f01f9de,,O_Flynn - Srekye (Extended Mix),Rohaan - Got No _3 (Original Mix),85d8116989ea2f32,76609e489f01f9de,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/Rohaan - Got No _3 (Original Mix).mp3,review_required,review_only,0.5983,0.69,phrase_aligned_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.42 favors a shaped overlap.,short_blend;echo_out,True,pass,review,medium,direct,unknown,,0.418,0.4168,85d8116989ea2f32_tw1,bridge,2:02-2:18,76609e489f01f9de_tw1,bridge,1:31-1:47,2:02-2:18,1:31-1:47,1.7188,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.65 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.65 — unknown key move;harmonic risk 0.65 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
85d8116989ea2f32__79d93a2a256d0920,,O_Flynn - Srekye (Extended Mix),Bodhi - Thirst (Original Mix),85d8116989ea2f32,79d93a2a256d0920,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/Bodhi - Thirst (Original Mix).mp3,review_required,review_only,0.6838,0.69,short_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.35 favors a shaped overlap.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.4016,0.3472,85d8116989ea2f32_tw1,bridge,2:02-2:18,79d93a2a256d0920_tw1,mix_in,0:59-1:15,2:02-2:18,0:59-1:15,2.0765,club_opening;club_peak;festival_daytime,harmonic risk 0.64 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.40);harmonic risk 0.64 — unknown key move;harmonic risk 0.64 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
85d8116989ea2f32__a749c305f32f7d51,,O_Flynn - Srekye (Extended Mix),AIROD - Rave Cycle (Original Mix),85d8116989ea2f32,a749c305f32f7d51,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/AIROD - Rave Cycle (Original Mix).mp3,review_required,review_only,0.6943,0.69,short_blend,tops_swap,Auto mode selects tops swap because short blend prefers a tighter upper-band handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.418,0.0959,85d8116989ea2f32_tw1,bridge,2:02-2:18,a749c305f32f7d51_tw1,mix_in,0:00-0:09,2:02-2:18,0:00-0:09,2.1663,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.58 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.58 — unknown key move;harmonic risk 0.58 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
85d8116989ea2f32__aaecfee7674ae3ed,,O_Flynn - Srekye (Extended Mix),"TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI)",85d8116989ea2f32,aaecfee7674ae3ed,data/raw/O_Flynn - Srekye (Extended Mix).mp3,"data/raw/TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI).mp3",non_standard_strategy_required,review_only,0.6422,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,review,medium,direct,unknown,,0.418,0.1082,85d8116989ea2f32_tw1,bridge,2:02-2:18,aaecfee7674ae3ed_tw1,mix_in,0:33-0:49,2:02-2:18,0:33-0:49,2.2064,club_closing;club_opening;club_peak;festival_daytime,effective BPM gap 8.3% needs a non-standard tempo strategy;harmonic risk 0.58 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.58 — unknown key move;effective BPM gap 8.3% needs a non-standard tempo strategy;harmonic risk 0.58 needs masking or careful transition timing;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
85d8116989ea2f32__b2d3c5c17b5e26ac,,O_Flynn - Srekye (Extended Mix),Bodhi - 433Mhz (Original Mix),85d8116989ea2f32,b2d3c5c17b5e26ac,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/Bodhi - 433Mhz (Original Mix).mp3,review_required,review_only,0.6605,0.69,short_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.37 favors a shaped overlap.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.418,0.3695,85d8116989ea2f32_tw1,bridge,2:02-2:18,b2d3c5c17b5e26ac_tw2,mix_in,0:49-1:05,2:02-2:18,0:49-1:05,1.881,club_opening;festival_daytime,harmonic risk 0.64 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.64 — unknown key move;harmonic risk 0.64 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
85d8116989ea2f32__deb940c4a6052fed,,O_Flynn - Srekye (Extended Mix),Jorg Kuning - Mercedes (Original Mix),85d8116989ea2f32,deb940c4a6052fed,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/Jorg Kuning - Mercedes (Original Mix).mp3,review_required,review_only,0.685,0.69,standard_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.26 favors a shaped overlap.,phrase_aligned_blend;short_blend,True,pass,review,high,direct,unknown,,0.418,0.2641,85d8116989ea2f32_tw1,bridge,2:02-2:18,deb940c4a6052fed_tw1,mix_in,0:03-0:19,2:02-2:18,0:03-0:19,2.0729,club_opening;festival_daytime,harmonic risk 0.62 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.62 — unknown key move;harmonic risk 0.62 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
85d8116989ea2f32__e3b089eb3589fe94,,O_Flynn - Srekye (Extended Mix),Muskila - YARAO (Original Mix),85d8116989ea2f32,e3b089eb3589fe94,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/Muskila - YARAO (Original Mix).mp3,review_required,review_only,0.6791,0.69,short_blend,tops_swap,Auto mode selects tops swap because short blend prefers a tighter upper-band handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.418,0.1605,85d8116989ea2f32_tw1,bridge,2:02-2:18,e3b089eb3589fe94_tw2,mix_in,0:00-0:16,2:02-2:18,0:00-0:16,2.0558,club_opening;festival_daytime,harmonic risk 0.59 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.59 — unknown key move;harmonic risk 0.59 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
85d8116989ea2f32__ecf64aa98ccd4467,,O_Flynn - Srekye (Extended Mix),Bicep - CHROMA 004 ROLA (Original Mix),85d8116989ea2f32,ecf64aa98ccd4467,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/Bicep - CHROMA 004 ROLA (Original Mix).mp3,reject_standard_blend,suppress,0.5251,0.62,reset,plain_blend,Auto mode falls back to plain blend because the engine prefers reset over a standard overlap.,echo_out;hard_cut,False,fail,review,low,direct,unknown,,0.418,0.2477,85d8116989ea2f32_tw1,bridge,2:02-2:18,ecf64aa98ccd4467_tw2,mix_in,0:00-0:09,2:02-2:18,0:00-0:09,1.9338,club_opening;festival_daytime,extreme BPM jump 29.1% breaches the shared hard limit;harmonic risk 0.61 needs masking or careful transition timing;shared hard block triggered recommendation suppression,moderate bass conflict (0.42);harmonic risk 0.61 — unknown key move;extreme BPM jump 29.1% breaches the shared hard limit;harmonic risk 0.61 needs masking or careful transition timing;tempo gate failed — reject standard blend;shared pair rules triggered a hard block for standard blending,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;extreme BPM jump — reject standard blend; shared rules suggest a non-standard exit",,,,
85d8116989ea2f32__fea8b371ffd2adc5,,O_Flynn - Srekye (Extended Mix),Povoa - Hacked Lime (Original Mix),85d8116989ea2f32,fea8b371ffd2adc5,data/raw/O_Flynn - Srekye (Extended Mix).mp3,data/raw/Povoa - Hacked Lime (Original Mix).mp3,review_required,review_only,0.676,0.69,short_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.24 favors a shaped overlap.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.418,0.2431,85d8116989ea2f32_tw1,bridge,2:02-2:18,fea8b371ffd2adc5_tw2,mix_in,0:08-0:24,2:02-2:18,0:08-0:24,1.9553,club_opening;club_peak;festival_daytime,harmonic risk 0.61 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.61 — unknown key move;harmonic risk 0.61 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
a749c305f32f7d51__06987e170b8722e1,,AIROD - Rave Cycle (Original Mix),BRUX (AUS) - Pull The Trigger (Original Mix),a749c305f32f7d51,06987e170b8722e1,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/BRUX (AUS) - Pull The Trigger (Original Mix).mp3,non_standard_strategy_required,review_only,0.6394,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,review,medium,direct,unknown,,0.509,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,06987e170b8722e1_tw2,mix_in,0:00-0:13,5:11-5:27,0:00-0:13,1.764,club_opening;festival_daytime,effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.56 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.51);harmonic risk 0.56 — unknown key move;effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.56 needs masking or careful transition timing;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
a749c305f32f7d51__0b6db038bbd47b93,,AIROD - Rave Cycle (Original Mix),"Fold, cu.rve - Business (Original Mix)",a749c305f32f7d51,0b6db038bbd47b93,data/raw/AIROD - Rave Cycle (Original Mix).mp3,"data/raw/Fold, cu.rve - Business (Original Mix).mp3",non_standard_strategy_required,review_only,0.6206,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,review,medium,direct,unknown,,0.4893,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,0b6db038bbd47b93_tw3,mix_in,0:17-0:33,5:11-5:27,0:17-0:33,1.6191,club_opening;festival_daytime,effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.56 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.49);harmonic risk 0.56 — unknown key move;effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.56 needs masking or careful transition timing;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
a749c305f32f7d51__0d74f481c29d23c7,,AIROD - Rave Cycle (Original Mix),Butch - Schlecker (Original Mix),a749c305f32f7d51,0d74f481c29d23c7,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/Butch - Schlecker (Original Mix).mp3,review_required,review_only,0.7124,0.69,short_blend,tops_swap,Auto mode selects tops swap because short blend prefers a tighter upper-band handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.398,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,0d74f481c29d23c7_tw1,mix_out,6:12-6:22,5:11-5:27,6:12-6:22,1.9675,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.56 needs masking or careful transition timing;shared rules require manual review,harmonic risk 0.56 — unknown key move;harmonic risk 0.56 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
a749c305f32f7d51__4056c8ee53cfb090,,AIROD - Rave Cycle (Original Mix),"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",a749c305f32f7d51,4056c8ee53cfb090,data/raw/AIROD - Rave Cycle (Original Mix).mp3,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",review_required,review_only,0.7142,0.69,short_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.49 favors a deliberate low-end handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.4923,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,5:11-5:27,1:20-1:36,2.0801,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.54 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.49);harmonic risk 0.54 — unknown key move;harmonic risk 0.54 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
a749c305f32f7d51__48c18f8c79fc588e,,AIROD - Rave Cycle (Original Mix),"Mala, Magugu - Militant Don (Vocal)",a749c305f32f7d51,48c18f8c79fc588e,data/raw/AIROD - Rave Cycle (Original Mix).mp3,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3",non_standard_strategy_required,review_only,0.6294,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,review,medium,direct,unknown,,0.5185,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,48c18f8c79fc588e_tw1,mix_in,0:16-0:32,5:11-5:27,0:16-0:32,1.8161,club_opening;festival_daytime,effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.54 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.52);harmonic risk 0.54 — unknown key move;effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.54 needs masking or careful transition timing;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
a749c305f32f7d51__76609e489f01f9de,,AIROD - Rave Cycle (Original Mix),Rohaan - Got No _3 (Original Mix),a749c305f32f7d51,76609e489f01f9de,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/Rohaan - Got No _3 (Original Mix).mp3,non_standard_strategy_required,review_only,0.6329,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,review,medium,direct,unknown,,0.4604,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,76609e489f01f9de_tw1,bridge,1:31-1:47,5:11-5:27,1:31-1:47,1.6641,club_closing;club_opening;club_peak;festival_daytime,effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.58 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.46);harmonic risk 0.58 — unknown key move;effective BPM gap 8.1% needs a non-standard tempo strategy;harmonic risk 0.58 needs masking or careful transition timing;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
a749c305f32f7d51__79d93a2a256d0920,,AIROD - Rave Cycle (Original Mix),Bodhi - Thirst (Original Mix),a749c305f32f7d51,79d93a2a256d0920,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/Bodhi - Thirst (Original Mix).mp3,review_required,review_only,0.6527,0.69,phrase_aligned_blend,tops_swap,Auto mode selects tops swap because phrase aligned blend prefers a tighter upper-band handoff.,short_blend;echo_out,True,pass,review,medium,direct,unknown,,0.4016,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,79d93a2a256d0920_tw1,mix_in,0:59-1:15,5:11-5:27,0:59-1:15,1.9659,club_opening;club_peak;festival_daytime,harmonic risk 0.56 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.40);harmonic risk 0.56 — unknown key move;harmonic risk 0.56 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
a749c305f32f7d51__85d8116989ea2f32,,AIROD - Rave Cycle (Original Mix),O_Flynn - Srekye (Extended Mix),a749c305f32f7d51,85d8116989ea2f32,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/O_Flynn - Srekye (Extended Mix).mp3,review_required,review_only,0.6794,0.69,short_blend,tops_swap,Auto mode selects tops swap because short blend prefers a tighter upper-band handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.418,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,85d8116989ea2f32_tw2,mix_in,0:08-0:24,5:11-5:27,0:08-0:24,1.8699,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.58 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.58 — unknown key move;harmonic risk 0.58 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
a749c305f32f7d51__aaecfee7674ae3ed,,AIROD - Rave Cycle (Original Mix),"TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI)",a749c305f32f7d51,aaecfee7674ae3ed,data/raw/AIROD - Rave Cycle (Original Mix).mp3,"data/raw/TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI).mp3",non_standard_strategy_required,review_only,0.5796,0.69,echo_out,plain_blend,Auto mode falls back to plain blend because the engine prefers echo out over a standard overlap.,hard_cut;reset,False,strategy_dependent,pass,low,direct,unknown,,0.651,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,aaecfee7674ae3ed_tw1,mix_in,0:33-0:49,5:11-5:27,0:33-0:49,2.0696,club_closing;club_opening;club_peak;festival_daytime,large BPM jump 11.1% rejects a standard blend;bass conflict risk 0.65 is elevated;shared rules require manual review,high bass conflict (0.65) — both tracks bass-heavy;large BPM jump 11.1% rejects a standard blend;bass conflict risk 0.65 is elevated;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;large BPM jump — treat as a transition move, not a standard blend; shared rules suggest a non-standard exit",,,,
a749c305f32f7d51__b2d3c5c17b5e26ac,,AIROD - Rave Cycle (Original Mix),Bodhi - 433Mhz (Original Mix),a749c305f32f7d51,b2d3c5c17b5e26ac,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/Bodhi - 433Mhz (Original Mix).mp3,review_required,review_only,0.6431,0.69,phrase_aligned_blend,tops_swap,Auto mode selects tops swap because phrase aligned blend prefers a tighter upper-band handoff.,short_blend;echo_out,True,pass,review,medium,direct,unknown,,0.4354,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,b2d3c5c17b5e26ac_tw2,mix_in,0:49-1:05,5:11-5:27,0:49-1:05,1.7966,club_opening;festival_daytime,harmonic risk 0.56 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.44);harmonic risk 0.56 — unknown key move;harmonic risk 0.56 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
a749c305f32f7d51__deb940c4a6052fed,,AIROD - Rave Cycle (Original Mix),Jorg Kuning - Mercedes (Original Mix),a749c305f32f7d51,deb940c4a6052fed,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/Jorg Kuning - Mercedes (Original Mix).mp3,review_required,review_only,0.6934,0.69,short_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.61 favors a deliberate low-end handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.6139,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,deb940c4a6052fed_tw1,mix_in,0:03-0:19,5:11-5:27,0:03-0:19,1.9824,club_opening;festival_daytime,harmonic risk 0.54 needs masking or careful transition timing;bass conflict risk 0.61 is elevated;shared rules require manual review,high bass conflict (0.61) — both tracks bass-heavy;harmonic risk 0.54 — unknown key move;harmonic risk 0.54 needs masking or careful transition timing;bass conflict risk 0.61 is elevated,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
a749c305f32f7d51__e3b089eb3589fe94,,AIROD - Rave Cycle (Original Mix),Muskila - YARAO (Original Mix),a749c305f32f7d51,e3b089eb3589fe94,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/Muskila - YARAO (Original Mix).mp3,review_required,review_only,0.638,0.69,phrase_aligned_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.70 favors a deliberate low-end handoff.,short_blend;echo_out,True,pass,review,medium,direct,unknown,,0.7027,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,e3b089eb3589fe94_tw2,mix_in,0:00-0:16,5:11-5:27,0:00-0:16,1.9486,club_opening;festival_daytime,harmonic risk 0.51 needs masking or careful transition timing;bass conflict risk 0.70 is elevated;shared rules require manual review,high bass conflict (0.70) — both tracks bass-heavy;harmonic risk 0.51 — unknown key move;harmonic risk 0.51 needs masking or careful transition timing;bass conflict risk 0.70 is elevated,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
a749c305f32f7d51__ecf64aa98ccd4467,,AIROD - Rave Cycle (Original Mix),Bicep - CHROMA 004 ROLA (Original Mix),a749c305f32f7d51,ecf64aa98ccd4467,data/raw/AIROD - Rave Cycle (Original Mix).mp3,data/raw/Bicep - CHROMA 004 ROLA (Original Mix).mp3,reject_standard_blend,suppress,0.5514,0.62,hard_cut,plain_blend,Auto mode falls back to plain blend because the engine prefers hard cut over a standard overlap.,echo_out,False,fail,review,low,direct,unknown,,0.5903,0.0959,a749c305f32f7d51_tw2,mix_out,5:11-5:27,ecf64aa98ccd4467_tw2,mix_in,0:00-0:09,5:11-5:27,0:00-0:09,1.8774,club_opening;festival_daytime,extreme BPM jump 27.3% breaches the shared hard limit;harmonic risk 0.53 needs masking or careful transition timing;bass conflict risk 0.59 is elevated;shared hard block triggered recommendation suppression,moderate bass conflict (0.59);harmonic risk 0.53 — unknown key move;extreme BPM jump 27.3% breaches the shared hard limit;harmonic risk 0.53 needs masking or careful transition timing;bass conflict risk 0.59 is elevated;tempo gate failed — reject standard blend;shared pair rules triggered a hard block for standard blending,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;extreme BPM jump — reject standard blend; shared rules suggest a non-standard exit",,,,
